,% Change from 52week high,52week-high,52week-low,Avg Current Ratio,Avg Debt Ratio,Avg Debt to Equity Ratio,Avg Net Income,Avg Net Profit Margin,Avg PE Ratio,Avg ROE,Latest Year,Market Cap,Name,Price,Sector,Ticker,Times Interest Earned,Years of Data,dcf
18,-0.304028678729942,175.74,121.7501,0.6895241125562052,0.5093610175205531,1.0398747035639708,303.8566666666667,0.12137874205599362,-6.628812153795749,0.022207802608029504,2018-12-31,15007.4368,Alexandria Real Estate Equities Inc,122.31,Real Estate,ARE,2.40840661608305,3,123.99569371867335
19,-0.4673621880727478,141.86,73.54,3.4116785361850686,0.3483206103916883,0.5346572506106202,975.0666666666666,0.20844530127934244,141.86479383470277,0.09053885826214421,2019-12-31,16729.0583,Alexion Pharmaceuticals,75.56,Health Care,ALXN,27.254498714652957,3,87.5061743772242
20,-0.5167344011475018,334.64,161.39,1.962803110910922,0.4013981629836764,0.6804285188729579,358.143,0.18151966898143831,61.42813377273109,0.2831777031116448,2019-12-31,12735.9672,Align Technology,161.72,Health Care,ALGN,0.0,3,168.59172284644194
21,-0.29826199367997713,139.24,87.1,1.9867630951099677,0.8533147468920527,9.16075293844212,312.43333333333334,0.1250201094990047,25.713574250608673,1.1235474523065312,2018-12-31,9047.9944,Allegion,97.71,Industrials,ALLE,9.737037037037037,3,100.67551724137931
22,-0.18554050044505987,202.22,114.27,1.5178251899030657,0.38193181211127897,0.6197350822431119,1917.1666666666667,0.1486757915092776,-6.43674342913204,0.02078875699441941,2018-12-31,54186.627,"Allergan, Plc",164.7,Health Care,AGN,-6.856453028972783,3,167.31246290801187
23,-0.8026236676687619,182.95,35.97,2.2059114966603453,0.9342814531860442,14.416805092955942,676.6,0.09186471938649304,15.658348431467232,0.3377039292819515,2019-12-31,1719.8327,Alliance Data Systems,36.11,Information Technology,ADS,2.2977152899824254,3,112.22787819253438
24,-0.2110152621101526,60.28,45.37,0.5511725378317207,0.7063937342432495,2.4064271730301816,457.1666666666667,0.13365516100763047,21.227634912750915,0.10817187455542616,2018-12-31,11653.675,Alliant Energy Corp,47.56,Utilities,LNT,2.8113360323886645,3,47.64946917808219
25,-0.32512706480304954,125.92,78.0,0.6968396437431034,0.8067077062728688,4.177140595462501,2439.3333333333335,0.06357265435539868,13.12803616249405,0.11277235065303931,2018-12-31,26931.3516,Allstate Corp,84.98,Financials,ALL,6.783132530120482,3,86.39279728199321
26,-0.29903184080902045,1530.74,1027.03,4.1444544687719045,0.2446331740412122,0.3246498552549829,25913.666666666668,0.18368318815731854,17.965859963909395,0.1421833331156799,2019-12-31,739102.82,Alphabet Inc Class A,1073.0,Information Technology,GOOGL,342.31,3,1125.5192070729727
27,-0.292261762567342,1532.106,1025.0,5.116691015341942,0.21130734152927702,0.26966075446972093,24711.333333333332,0.18487951953624884,17.866919262292793,0.13205247173826834,2018-12-31,743564.12,Alphabet Inc Class C,1084.33,Information Technology,GOOG,230.88596491228068,3,1131.0874135459594
28,-0.33966827919834147,57.88,34.38,0.4775299679328029,0.7506715432450674,3.830328812115354,5297.333333333333,0.20756702802965088,-15.049973017303053,0.30927821735158334,2019-12-31,71026.909,Altria Group Inc,38.22,Consumer Staples,MO,7.81089258698941,3,39.3526912787587
29,-0.22726960817950995,2185.95,1626.0319,1.07837925317285,0.7485705828049035,3.0344135851994203,8231.333333333332,0.03387120074349714,115.19702807329516,0.1758280725590083,2019-12-31,840875.77,Amazon.com Inc.,1689.15,Consumer Discretionary,AMZN,9.088125,3,1760.7611111111112
30,-0.2476614191193246,87.66,64.93,0.5633605178494346,0.7213898854231041,2.5893398115382995,475.6666666666667,0.07757723745775923,35.88352224889078,0.06276668639965081,2019-12-31,16236.8891,Ameren Corp,65.95,Utilities,AEE,3.325459317585302,3,66.01475111290975
31,-0.5482406356413166,35.24,12.0,0.610906999855875,0.950861114160705,-111.60790668763583,2002.3333333333333,0.0479226065944633,11.656317519416666,-2.3864118668351666,2018-12-31,6782.8593,American Airlines Group,15.92,Industrials,AAL,2.515151515151515,3,16.510559635785768
32,-0.2220634466990569,104.97,73.53,0.5417140592750679,0.7222706137259757,2.6012056930383864,1482.4333333333332,0.09335806371603877,28.90430316196115,0.08026823994662989,2018-12-31,40408.064,American Electric Power,81.66,Utilities,AEP,2.7252133279154815,3,82.13411863436974
33,-0.3783392456381669,138.13,80.37,4.7269790316570806,0.8840591357115976,7.71694317724003,5021.666666666667,0.16717955755595326,19.330878152329902,0.24146565848257248,2018-12-31,69386.486,American Express Co,85.87,Financials,AXP,2.7597689432551817,3,117.8199417927823
34,-0.6036481418342994,58.66,22.4,0.11325438745270296,0.8671744370233937,6.635179522310562,-2313.0,-0.04639952087553764,-2185.691460461639,-0.034862664148060184,2018-12-31,20128.9667,"American International Group, Inc.",23.25,Financials,AIG,0.19633307868601987,3,26.406652909922744
35,-0.21603124274998067,258.62,187.5,0.5950807329457178,0.8441074962413219,5.658092406465275,1454.3666666666668,0.20037766369459317,52.240101085184925,0.2678737446137352,2019-12-31,89800.409,American Tower Corp A,202.75,Real Estate,AMT,3.301891427167772,3,206.11954569940744
36,-0.16153846153846146,141.7,101.92,0.33680233609142896,0.7216527483277463,2.592999770499046,487.0,0.14448562727978723,31.924823700034967,0.088496616451246,2018-12-31,21501.6407,American Water Works Company Inc,118.81,Utilities,AWK,0.0,3,119.53222222222222
37,-0.5225877799281172,180.85,85.95,11.503493837936041,0.960289906370282,24.214554364349397,1823.6666666666667,0.1431238875043914,12.50697635144254,0.31754015378584244,2019-12-31,10697.5252,Ameriprise Financial,86.34,Financials,AMP,0.0,3,91.70764705882353
38,-0.17435897435897435,97.5,70.55,0.9287855591961555,0.9300645456287668,13.519196989678159,959.418,0.00567263916745932,26.849706879801584,0.34637621369110666,2019-09-30,16574.3063,AmerisourceBergen Corp,80.5,Health Care,ABC,0.0,3,96.42803058912386
39,-0.3887205551754472,102.31,61.59,1.7478687532923416,0.5116852941234278,1.052721335993179,657.187,0.15079392706281594,23.122195113405883,0.16995405664840627,2018-12-31,14329.4157,AMETEK Inc.,62.54,Industrials,AME,13.087612557799952,3,64.06108614940355
40,-0.22984611616800685,244.99,166.3,4.126903611386607,0.7037467163510541,2.6930879787589617,6031.666666666667,0.2586529640611,31.742233930800044,0.3361337237057085,2018-12-31,111284.773,Amgen Inc.,188.68,Health Care,AMGN,0.0,3,199.1236090225564
41,-0.38007982583454275,110.24,64.1,2.3363694935287023,0.5896212676907745,1.440200202868225,892.8,0.12353193844718446,29.88220859636918,0.22898010675079639,2018-12-31,20372.2199,Amphenol Corp,68.34,Information Technology,APH,16.587020648967552,3,72.43245041586692
42,-0.3463472113118618,127.3,83.02,1.4302946666260359,0.4782206071055324,0.9228421457323952,1195.234,0.20368656250438621,31.034969021674588,0.10802172020254769,2019-11-02,30639.5853,"Analog Devices, Inc.",83.21,Information Technology,ADI,7.467458256029684,3,84.94873001654727
43,-0.3100046813348492,299.06,174.25,2.2745312084216143,0.23720029215546487,0.31455615834086764,376.64033333333333,0.2861990735125974,42.522682243936025,0.13480016138776693,2019-12-31,17728.4362,ANSYS,206.35,Information Technology,ANSS,148.81248194163535,3,216.4994791969741
44,-0.283026113671275,312.48,216.27,1.5755316284949759,0.6132799123707898,1.5873873489085923,3354.2,0.037498958082139065,17.217743268324888,0.12492740730029679,2018-12-31,56532.013,Anthem Inc.,224.04,Health Care,ANTM,6.730411686586986,3,238.930234670704
45,-0.284058944540073,238.19,154.51,1.0704442794864757,0.8508150110676181,5.92338235180446,1297.3333333333333,0.12234177684560532,32.353279309816315,0.33154115804239775,2019-12-31,39445.635,Aon plc,170.53,Financials,AON,7.065146579804559,3,173.81345802161263
46,-0.8567681007345225,38.12,5.45,1.2435865642583126,0.7171923556577876,2.848598628195981,-736.3333333333334,-31.23055764139734,119.77542217441179,-0.30336844363723814,2019-12-31,2053.15661,Apache Corporation,5.46,Energy,APA,0.0,3,6.115172413793103
47,-0.36224856321839083,55.68,35.44,1.3833191192374972,0.7303709366887511,2.71084838916844,485.36133333333333,0.5059065774097361,16.370076517029606,0.2827132029144452,2019-12-31,5288.5038,Apartment Investment & Management,35.51,Real Estate,AIV,2.990942318742706,3,36.47591953712215
48,-0.2612170199786488,327.85,170.27,1.3133437190838948,0.6941885870868315,2.3180705625107163,54379.333333333336,0.21581572475215682,17.965013265381444,0.5089825107176581,2019-09-28,1059785.02,Apple Inc.,242.21,Information Technology,AAPL,17.87751677852349,3,252.7165420669305
49,-0.4163306451612903,69.44,38.24,2.6920385858356326,0.567332244391658,1.3306460244710918,3151.0,0.2044967816532908,15.070019262001182,0.3937257018402569,2019-10-27,37218.902,Applied Materials Inc.,40.53,Information Technology,AMAT,14.135021097046414,3,43.84111111111111
50,-0.4838449111470114,99.04,51.08,0.868405206841728,0.4796952961129813,1.7107333949991073,685.6666666666666,0.04762449049718753,14.342445985629489,0.18923360707456163,2019-12-31,13046.7953,Aptiv Plc,51.12,Consumer Discretionary,APTV,7.780487804878049,3,52.72068378724892
51,-0.30762711864406783,47.2,31.01,1.64367030373557,0.5480980118483211,1.2151380852287843,1561.3333333333333,0.024955795793676596,16.510651662686183,0.08559324364490573,2018-12-31,18231.7466,Archer-Daniels-Midland Co,32.68,Consumer Staples,ADM,5.65934065934066,3,36.20204585537919
52,-0.4911000875401226,34.27,17.16,1.8480000107513408,0.7258212281207287,2.660641967265151,346.0,0.024406234712286857,-34.709265944011214,0.0673818871862363,2019-12-31,7602.4279,Arconic Inc.,17.44,Industrials,ARNC,3.0621301775147933,3,20.99939524838013
53,-0.27050977526036907,109.46,75.0,1.043287563141886,0.7145673848580611,2.526967714956166,588.4666666666666,0.08649943363892731,24.674237787524167,0.12778196004642695,2019-12-31,15031.5233,Arthur J. Gallagher & Co.,79.85,Financials,AJG,3.4822024471635147,3,83.10161290322581
54,-0.411682210223687,142.61,83.33,1.1460219677780745,0.8678443433943667,6.581210203302685,445.31666666666666,0.06240343804444418,14.308610261305589,0.10290780556367961,2018-12-31,5019.2169,Assurant Inc.,83.9,Financials,AIZ,3.325024925224327,3,104.95951742065449
55,-0.19874055415617137,39.7,30.05,0.8431298113407709,0.6694527771413576,2.0414104562250492,20474.333333333332,0.12460706942505534,12.8598,0.13627875189125754,2018-12-31,228494.737,AT&T Inc.,31.81,Telecommunication Services,T,5.304065040650406,3,Infinity
56,-0.30012288496077133,211.58,129.7,0.9047913260745574,0.9846446736299429,-11.650720767903872,-409.93333333333334,-0.19789961589262406,-139.99806872063124,0.6013629664997244,2019-01-31,32582.486,Autodesk Inc.,148.08,Information Technology,ADSK,0.0,3,152.12751027866605
57,-0.3283238262395788,182.32,122.05,1.0672334727131692,0.8902803552609583,8.275465765974834,1882.3333333333333,0.14113147142003823,30.7231058941022,0.4429833653371988,2019-06-30,52872.593,Automatic Data Processing,122.46,Information Technology,ADP,23.13779830638953,3,126.91429616087751
58,-0.33198107359483997,1274.41,840.91,0.9338828568039617,1.1633670445672328,-7.134900739109157,1411.8753333333332,0.12438264013856726,14.368703212216358,-0.9067003245861215,2019-08-31,19996.0392,AutoZone Inc,851.33,Consumer Discretionary,AZO,11.44279215783468,3,858.2442677857086
59,-0.2874019180470794,229.4,163.47,0.4314744101602634,0.42755651230644265,0.7470958643959285,879.14,0.39030749229965145,30.926066729835274,0.08253029262503511,2019-12-31,22990.7476,"AvalonBay Communities, Inc.",163.47,Real Estate,AVB,3.9251713043691825,3,163.75434878024927
60,-0.3124246934580764,141.09,93.5,1.1086409803795438,0.7975030876081671,3.963252586898154,350.93333333333334,0.050279243237101846,29.87832335191182,0.33696269089836745,2019-12-28,8080.5453,Avery Dennison Corp,97.01,Materials,AVY,3.2915567282321896,3,99.99470588235295
61,-0.29170182841068915,35.55,20.09,3.727591928958022,0.32286218008134987,0.9107654346631677,30.666666666666668,0.0008427174981922089,-70.07220494335326,0.0013169289111381322,2018-12-31,26114.1791,"Baker Hughes, a GE Company",25.18,Energy,BHGE,3.0313901345291483,3,28.564759072844648
62,-0.29449408355469686,82.82,53.91,1.0358508976389234,0.7830584171851123,3.6173218839416315,363.6666666666667,0.03403277278037207,32.34451253656151,0.10091810296054804,2018-12-31,19034.9169,Ball Corp,58.43,Materials,BLL,-66.78571428571429,3,60.47642925059817
63,-0.4277715565509518,35.72,19.58,199.90894771567187,0.8827444040702868,7.537293465286408,21428.333333333332,0.2437057705367711,12.766599901322115,0.08047873267179952,2018-12-31,178334.302,Bank of America Corp,20.44,Financials,BAC,1.7884883901329058,3,37.76985571803964
64,-0.24663157894736848,95.0,69.1,2.3524953411682024,0.4784046267658008,0.9191517058882056,2435.3333333333335,0.234126479061273,25.716399451310977,0.2952879061131029,2018-12-31,36540.494,Baxter International Inc.,71.57,Health Care,BAX,17.193548387096776,3,74.92531135531135
65,-0.042710907165548796,56.66,44.51,0.036388263937774584,0.865278680409959,6.423360957880388,2685.6666666666665,0.25137516280695865,14.584809219486507,0.08964994448191144,2018-12-31,72754.282,BB&T Corporation,54.24,Financials,BBT,0.0,3,59.39807354297683
66,-0.22174944196428584,286.72,208.65,2.5936178009522575,0.6200489133291,1.645797296611739,881.3333333333334,0.06057759510893401,103.84624754401413,0.05275254941446942,2019-09-30,60509.54,Becton Dickinson,223.14,Health Care,BDX,2.7543035993740212,3,225.09068692566646
67,-0.3771062071964344,91.99,49.01,1.3048531777823775,0.7090284012617087,2.4858098109126314,1230.6666666666667,0.029677318848768827,13.764546693259286,0.326821126356813,2019-02-02,14827.9214,Best Buy Co. Inc.,57.3,Consumer Discretionary,BBY,26.027397260273972,3,64.3362473347548
68,-0.24872663271020556,374.99,215.78,2.4032286299262657,0.4734831376498854,0.8996924570827883,3557.5333333333333,0.28654715548316095,19.84914340566299,0.28203504045603106,2018-12-31,49037.312,Biogen Inc.,281.72,Health Care,BIIB,29.35493519441675,3,287.68492937165126
69,-0.3805932629462041,576.81,354.0101,6.430848309805796,0.8178855263557062,4.6250371519050395,4583.666666666667,15.851175421500022,16.547834752705167,0.14085612116161408,2019-12-31,55662.08,BlackRock,357.28,Financials,BLK,27.3448275862069,3,387.94819461044295
70,-0.46927751519243754,29.62,14.53,1.9449990801892227,0.9110496544714503,-11.059666017554363,481.53433333333334,0.15508069169967278,10.764392620779951,-1.4597745911601752,2019-04-30,3025.70726,Block H&R,15.72,Financials,HRB,0.0,3,23.32506762640042
71,-0.6748858676566498,398.66,128.76,1.0950115936198184,1.0192510280094031,195.92585370159964,6007.0,0.06096560244783702,-91.95788891925359,18.006468553952477,2019-12-31,73129.329,Boeing Company,129.61,Industrials,BA,-2.735457063711911,3,146.36795053003536
72,-0.3841117478510028,2094.0,1252.2168,2.260082718818358,0.6310396876952956,1.8166522341755897,3734.5883333333336,0.26090378666548736,25.263574314243424,0.49431865743950715,2019-12-31,52956.172,Booking Holdings Inc,1289.67,Consumer Discretionary,BKNG,20.093984962406015,3,1434.7434330828105
73,-0.5053648068669528,46.6,22.755,1.4796605708982489,0.6016513905764739,1.561260170075806,655.2,0.06629117811637814,16.219034963387347,0.17448887084408218,2018-12-31,4757.7503,BorgWarner,23.05,Consumer Discretionary,BWA,20.454855195911414,3,26.599522807725375
74,-0.3443144152066563,147.83,96.69,1.9868617307258818,0.7141239619000176,2.5064656934320606,522.2733333333333,0.1894641034726601,39.32784468257279,0.09011777792937109,2019-12-31,15035.9757,Boston Properties,96.93,Real Estate,BXP,1.2636600866937877,3,101.09411097409013
75,-0.409051909051909,46.62,27.16,0.8008961506935978,0.5874005802938006,1.441560702182801,2158.3333333333335,0.20647514372998002,129.6585297740686,0.1816727707418138,2019-12-31,38465.307,Boston Scientific,27.55,Health Care,BSX,3.2093023255813953,3,27.70383524741245
76,-0.6246632124352332,48.25,18.04,12.459579908185935,0.9314015815631008,13.602082675433158,-84.33333333333333,-0.023889605248660833,-6.357109367638803,-0.003935224843710727,2019-12-31,1903.28858,Brighthouse Financial Inc,18.11,Financials,BHF,0.0,3,43.681367179323544
77,-0.25212174422007616,68.34,42.48,1.5892113678964883,0.6173100885285452,1.6231546538060764,3122.0,0.13269349804965694,49.817929452017616,0.16768993991459205,2019-12-31,115381.33,Bristol-Myers Squibb,51.11,Health Care,BMY,7.583841463414633,3,58.32144859813084
78,-0.43428433560528373,331.58,180.2254,3.863095818544157,0.5575240141263471,1.3753659595067707,5548.666666666667,0.26774059228145874,36.123767895724335,0.2171152012534515,2019-11-03,74930.52,Broadcom,187.58,Information Technology,AVGO,2.3850415512465375,3,199.64443914081144
79,-0.3360878547352397,91.97,56.9393,1.4240461214653106,0.6540154085854272,1.8928063555634334,560.9273333333334,0.03765593667553146,21.348256013404526,0.39295519934802686,2018-12-31,8236.5665,C. H. Robinson Worldwide,61.06,Industrials,CHRW,0.0,3,63.75659200170934
80,-0.3811934900542495,27.65,13.06,1.6140101922422143,0.49643948385605624,0.9898187411905083,446.1686666666667,0.21369667714766896,54.05456217183263,0.20769912994920045,2019-12-31,6819.6357,Cabot Oil & Gas,17.11,Energy,COG,0.0,3,17.589577243796278
81,-0.32089552238805974,80.4,54.1,1.5353622790050458,0.4809128781470638,0.9858850444889754,512.9523333333333,0.23002551513712632,37.62480755818371,0.31500001968755803,2019-12-28,15297.1725,Cadence Design Systems,54.6,Information Technology,CDNS,26.119071644803228,3,57.11398320945404
82,-0.0841538175738436,53.83,35.27,0.6710849961197417,0.8701152512546733,8.0971953867052,453.0,0.05616649653933295,40.6155234741178,0.3081634253047081,2019-07-28,14876.0279,Campbell Soup,49.3,Consumer Staples,CPB,2.75,3,49.40264900662252
83,-0.4846175295101775,107.59,55.44,48.562612926462236,0.864991374392007,6.409656647177564,3916.0,0.14470028379539684,13.842494333981895,0.07867820006945499,2018-12-31,25347.4714,Capital One Financial,55.45,Financials,COF,1.7014647756335737,3,82.74455599254813
84,-0.2713791398912506,60.69,41.03,1.1587192927737588,0.8413778573046325,5.31961583734252,971.0,0.007064138379831268,30.382404310626555,0.14923787027698887,2019-06-30,12902.6888,Cardinal Health Inc.,44.22,Health Care,CAH,7.0068027210884365,3,52.62863787375415
85,-0.46743554952510175,103.18,51.27,2.5523053942255483,0.8133386159708872,4.3615297816628695,711.165,0.04154664569586992,17.433986849368324,0.21761801488137797,2019-02-28,8978.005,Carmax Inc,54.95,Consumer Discretionary,KMX,14.682367532193373,3,55.216869072797984
86,-0.7474432310625758,57.69,14.5,0.2206451808134261,0.41616483688559636,0.713081160444061,2845.6666666666665,0.16177816763365815,15.083010035655933,0.11984960043456098,2018-11-30,10346.9292,Carnival Corp.,14.57,Consumer Discretionary,CCL,17.52577319587629,3,15.92415649095746
87,-0.37954168050481574,150.55,87.5,1.3123755384829534,0.8216395418169874,4.606826619697419,2278.0,0.04239270392022928,-238.28478758576625,0.16209285637267604,2018-12-31,51383.255,Caterpillar Inc.,93.41,Industrials,CAT,0.0,3,106.57316316316316
88,-0.3462831235832096,127.93,82.03,1.6883373488612694,0.37769446659643696,0.6112152091679798,338.34,0.20620720084035904,30.33382162997991,0.2827727715574942,2018-12-31,9235.6792,Cboe Global Markets,83.63,Financials,CBOE,0.0,3,86.08187165775401
89,-0.406949806949807,64.75,34.6931,1.1726852630104203,0.6327266750391624,1.7268458450953175,1012.3516666666666,0.050717922353292276,16.671936826558145,0.19768663185340982,2019-12-31,12855.9749,CBRE Group,38.4,Real Estate,CBRE,1049.8958333333333,3,41.25379069296053
90,-0.022222222222222292,110.7,86.21,3.6309840593757614,0.7872537155236007,3.7898857358712443,2995.0666666666666,0.22297025060461162,28.760049271473296,0.46148229957778497,2018-12-31,77035.921,Celgene Corp.,108.24,Health Care,CELG,7.005398110661268,3,114.00996456800218
91,-0.21284965034965034,68.64,41.62,0.9683109943860156,0.6804686701047693,2.1490581027244002,763.3333333333334,0.015308278980406454,16.86353167349935,0.09955039097586006,2018-12-31,31703.1301,Centene Corporation,54.03,Health Care,CNC,4.2507288629737605,3,67.43506792871375
92,-0.5996150144369586,31.17,12.35,1.394249328456847,0.7789858135107227,3.8368710543738316,864.0,0.09284454876680796,21.808756359043116,0.1842589838426744,2018-12-31,6267.9926,CenterPoint Energy,12.48,Utilities,CNP,5.691780821917807,3,21.906752727653515
93,-0.36078431372549025,15.3,8.45,0.7370263179559641,0.7330120307706292,2.856126254151421,-1871.0,-0.07682218636465392,-2.6670343906346545,-0.13981272638961037,2019-12-31,10655.701,CenturyLink Inc,9.78,Telecommunication Services,CTL,-1.3488372093023255,3,11.35731503647891
94,-0.2517923362175526,80.9,56.11,2.487925251923527,0.2998262988472678,0.4366959243779229,675.497,0.12633848569344652,33.364476606809546,0.14388362890759002,2019-12-28,18881.6056,Cerner,60.53,Health Care,CERN,41.51420277835372,3,61.90545099382072
95,-0.5648232094288305,55.15,23.23,1.9325386405608054,0.7541747327840365,3.0811700164954066,380.3333333333333,0.08652258351875537,26.70127565922921,0.12274773354516323,2019-12-31,5188.1042,CF Industries Holdings Inc,24.0,Materials,CF,4.232067510548523,3,25.295126353790614
96,-0.40832526621490806,51.65,28.0,586.1061940984507,0.9267241378454395,12.665456305744817,3188.3333333333335,0.3215901506450333,21.058359452220298,0.15569190552587756,2019-12-31,39306.883,Charles Schwab Corporation,30.56,Financials,SCHW,4.556390977443609,3,52.791060606060604
97,-0.2880484502506678,546.54,343.15,0.3261959068592885,0.757645282527184,3.163792434241929,4264.333333333334,0.10086871822103771,44.11179867902007,0.11337198602035702,2019-12-31,81703.756,Charter Communications,389.11,Consumer Discretionary,CHTR,0.0,3,404.6739498704076
98,-0.4526464583006125,127.34,69.69,1.1165295367017725,0.40006114620009026,0.6674640709235584,8981.0,0.05798553797331011,38.36698538921841,0.059422209848591034,2019-12-31,130988.605,Chevron Corp.,69.7,Energy,CVX,7.274638633377134,3,73.34696569920844
99,-0.39219168758242223,940.28,520.0001,1.8693651726377418,0.33486535843811155,0.5052479357318151,125.248,0.027179736630009502,212.66841643669002,0.08934103661398411,2018-12-31,15869.6899,Chipotle Mexican Grill,571.51,Consumer Discretionary,CMG,0.0,3,580.449024390244
100,-0.39537379277453205,167.74,100.69,4.2168786183069145,0.6936770053022515,2.2654817778365977,4092.3333333333335,0.12371109889473063,16.433902111969847,0.07823246593249704,2019-12-31,45832.507,Chubb Limited,101.42,Financials,CB,9.509057971014492,3,104.76920656043627
101,-0.25385850104951224,80.99,47.98,0.879345225484227,0.5908925786947313,1.4621919512520556,590.3333333333334,0.15513800760766697,22.82215522407041,0.26631778477834817,2018-12-31,14845.2342,Church & Dwight,60.43,Consumer Staples,CHD,9.97103274559194,3,61.693262863980856
102,-0.32919337606837606,224.64,141.95,0.7432871821182321,0.7394624215797726,2.890424100774851,3326.0,0.046983027913802024,19.50173745632696,0.11333449934928168,2019-12-31,55955.87,CIGNA Corp.,150.69,Health Care,CI,0.0,3,162.97722144930157
